ID1,ORIGINE_DA,ANNO,codice,sif,N_POZZO,N_POZZO_TX,COMUNE,INDIRIZZO_,INDIRIZZO,X,GEN,Y,Z,APR,FEB,MAR,MAG,GIU,LUG,AGO,SET_,OTT,NOV,DIC
1201,CAP                                                                                                                                                                                                                                                           ,1999,15185.0001                                                                                                                                                                                                                                                    ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,7.2,5035498.719,110.41,7.7,7.1,7.6,8.2,7.4,0,6.3,5.1,5.1,5,5.4
1202,CAP                                                                                                                                                                                                                                                           ,2000,15185.0001                                                                                                                                                                                                                                                    ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,6,5035498.719,110.41,7.6,6.35,7,7.3,7.1,6.6,0,5,4.8,5,4.5
1203,CAP                                                                                                                                                                                                                                                           ,2001,15185.0001                                                                                                                                                                                                                                                    ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,4.3,5035498.719,110.41,5.4,4.8,5.2,5.6,5.8,5.8,5.3,4.5,4.9,0,0
1204,CAP                                                                                                                                                                                                                                                           ,2002,15185.0001                                                                                                                                                                                                                                                    ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,4.9,5035498.719,110.41,0,5,6,6,5.6,5.75,4.2,4.3,1.9,0,5.5
1205,CAP                                                                                                                                                                                                                                                           ,2003,15185.0001                                                                                                                                                                                                                                                    ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,6.3,0,6.4,0,0,4.2,0,0,5.1
1206,CAP                                                                                                                                                                                                                                                           ,2004,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,7,0,5.5,0,0,5.4,0,0,6.2
1207,CAP                                                                                                                                                                                                                                                           ,2006,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,8.4,0,7.8,0,0,6.4,0,0,0
1208,CAP                                                                                                                                                                                                                                                           ,2007,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,8.1,0,0,8.2,0,8.5,0,0,9
1209,CAP                                                                                                                                                                                                                                                           ,2008,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,9.2,0,9,0,0,8.16,0,0,0
1210,CAP                                                                                                                                                                                                                                                           ,2009,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,2.33,0,2.03,0,0,1.12,0,0,2.73
1211,CAP                                                                                                                                                                                                                                                           ,2010,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,2.66,0,2.85,0,0,2.84,0,0,2.73
1212,CAP                                                                                                                                                                                                                                                           ,2011,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,4.14,0,3.96,0,0,3.71,0,0,4.32
1213,CAP                                                                                                                                                                                                                                                           ,2012,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,5.26,0,6.46,0,0,3.62,0,0,3.58
1214,CAP                                                                                                                                                                                                                                                           ,2013,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,4.92,0,4.31,0,0,5.11,0,0,4.16
1215,CAP                                                                                                                                                                                                                                                           ,2014,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,4.3,0,3.72,0,0,3.34,0,0,3.68
1216,CAP                                                                                                                                                                                                                                                           ,2015,151850001                                                                                                                                                                                                                                                     ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528072.307,0,5035498.719,110.41,0,0,5.02,0,3.48,0,0,3.28,0,0,3.72
1217,CAP                                                                                                                                                                                                                                                           ,1990,185001                                                                                                                                                                                                                                                        ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,1528072.307,6.82,5035498.719,110.41,7.4,7,7.35,7,6.6,5.8,5.1,5.7,5.9,7,7.4
1218,CAP                                                                                                                                                                                                                                                           ,1991,185001                                                                                                                                                                                                                                                        ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,1528072.307,6,5035498.719,110.41,7.2,6.3,6.3,7.5,8,7.5,6.8,6.8,6,7,6.7
1219,CAP                                                                                                                                                                                                                                                           ,1992,185001                                                                                                                                                                                                                                                        ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,1528072.307,6.7,5035498.719,110.41,8.1,7.3,7,8.2,7.6,7.1,6.15,5.8,6.2,5.7,6.1
1220,CAP                                                                                                                                                                                                                                                           ,1993,185001                                                                                                                                                                                                                                                        ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,1528072.307,6.5,5035498.719,110.41,7.7,7,6.8,8.1,8,6.5,5.9,5.4,5.7,5,5.8
1221,CAP                                                                                                                                                                                                                                                           ,1994,185001                                                                                                                                                                                                                                                        ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,1528072.307,6,5035498.719,110.41,6.9,6,6.6,7.1,6.7,6.5,0,5.9,4.9,5.3,0
1222,CAP                                                                                                                                                                                                                                                           ,1995,185001                                                                                                                                                                                                                                                        ,0151850001                                                                                                                                                                                                                                                    ,1,1                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,                                                                                                                                                                                                                                                              ,                                                                                                                                                                                                                                                              ,1528072.307,5,5035498.719,110.41,6.6,5.45,6.1,7,6.6,6,5.7,4.9,5.3,5.5,5.8
1223,CAP                                                                                                                                                                                                                                                           ,1999,15185.0004                                                                                                                                                                                                                                                    ,0151850004                                                                                                                                                                                                                                                    ,4,4                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528143.399,2,5035524.179,110.26,2.7,2.2,2.5,2.85,2.5,0,2.8,3,2.25,2.25,2.1
1224,CAP                                                                                                                                                                                                                                                           ,2000,15185.0004                                                                                                                                                                                                                                                    ,0151850004                                                                                                                                                                                                                                                    ,4,4                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528143.399,2,5035524.179,110.26,2.6,2.2,2.4,2.7,2.8,2.7,0,2.3,2,1.9,1.8
1225,CAP                                                                                                                                                                                                                                                           ,2001,15185.0004                                                                                                                                                                                                                                                    ,0151850004                                                                                                                                                                                                                                                    ,4,4                                                                                                                                                                                                                                                             ,RODANO                                                                                                                                                                                                                                                        ,Rodano via S.Pellico                                                                                                                                                                                                                                          ,via S.Pellico                                                                                                                                                                                                                                                 ,1528143.399,1.7,5035524.179,110.26,1.9,1.7,1.8,2,2,1.9,1.9,1.8,2,0,0
