DATA,0151461161,0151461288,0151461289,0151461312,0151461313,0151461353,0151461354,0151461374,0151461375,0151461376,0151461377,0151461378,0151461379,0151461380,0151461557,0151462108,0151462109,0151462111,0151462112,0151462113,0151462114,0151462115,0151462121,0151462122,0151462123,0151710197,0151750006,0151750008,0151750289,0151750291,0151920005,0152050007,0152050138,0152420041
2004-04-01,105.05,104.87,104.09,,109.8,103.34,103.03,102.27,98.58,100.47,101.31,101.81,99.2,99.68,106.22,,,,,,,,,,,,,,,,,,,
2004-05-01,105.45,105.07,104.39,,110.4,104.14,103.83,102.27,98.98,101.27,101.71,102.21,99.9,100.38,106.32,,,,,,,,,,,102.61,,,,,93.71,,,
2004-06-01,105.35,105.07,104.19,,110.3,103.54,103.43,102.17,98.68,101.47,101.61,102.21,99.9,100.18,106.22,,,,,,,,,,,102.61,113.3,111.2,107.44,114.9,93.71,108.94,,114.42
2004-08-01,105.25,104.67,103.99,,110.4,103.34,102.63,101.97,98.58,100.87,101.51,102.11,99.9,99.98,106.22,,,,,,,,,,,102.81,,,,,93.51,,,
2004-09-01,104.85,104.67,104.09,,110.15,103.14,101.83,101.87,98.28,100.67,101.31,101.91,99.8,99.98,106.12,,,,,,,,,,,102.71,113.3,110.9,107.54,114.5,93.31,109.24,,113.92
2004-10-01,104.75,104.87,104.64,,109.5,103.09,101.23,101.87,98.33,100.27,101.31,101.51,99.4,99.58,106.27,,,,,,,,,,,,,,,,,,,
2004-11-01,104.55,104.67,103.99,,109.6,102.94,101.33,101.57,98.28,100.27,100.71,101.41,99.2,99.18,106.22,,,,,,,,,,,,,,,,,,,
2004-12-01,104.75,102.67,103.89,,109.85,103.19,102.13,101.77,98.28,100.57,100.86,101.21,99.05,99.23,106.17,,,,,,,,,,,,,,,,,,,
2005-01-01,104.75,104.67,103.99,,109.7,103.04,101.63,102.27,98.28,100.47,101.41,101.71,98.4,99.18,,,,,,,,,,,,102.51,,,,,93.21,,,
2005-02-01,104.65,104.87,106.19,,109.6,103.14,101.43,102.27,97.88,100.22,100.71,101.46,98.7,99.28,106.22,,,,,,,,,,,102.61,,,,,93.21,,,
2005-03-01,104.55,104.67,104.09,105.88,109.5,102.84,101.03,101.67,97.98,99.97,100.51,101.21,98.5,98.83,105.82,100.56,101.67,102.23,101.24,103.25,104.32,112.32,106.68,102.31,99.86,102.31,110.3,110.7,107.34,114.3,92.91,108.34,,112.82
2005-04-01,104.5,104.62,106.29,104.78,109.3,103.09,101.18,101.82,97.93,100.27,100.51,101.31,98.65,98.88,106.07,,,,,,,,,,,,,,,,,,,
2005-05-01,104.6,103.47,105.79,105.58,109.3,102.64,101.13,102.12,97.88,100.42,100.81,101.46,98.9,99.18,105.82,,,,,,,,,,,102.3,,,,,93.11,,,
2005-06-01,104.45,104.37,105.27,105.58,110.13,102.59,102.19,102.27,98.08,100.17,101.55,101.51,99.9,99.89,105.72,,,,,,,,,,,102.5,111.42,111.0,107.54,114.6,93.61,107.44,,113.42
2005-07-01,104.35,104.07,106.17,105.48,110.23,102.54,102.09,101.77,98.08,99.97,101.65,101.61,99.85,100.04,105.51,,,,,,,,,,,102.61,,,,,93.31,,,
2005-08-01,104.6,104.07,106.39,105.43,109.35,102.54,101.63,101.97,98.18,100.37,101.21,101.81,99.55,99.23,105.42,,,,,,,,,,,102.81,,,,,93.51,,,
2005-09-01,104.65,104.27,106.19,105.58,109.3,102.84,101.53,102.22,98.28,100.27,101.11,101.61,99.4,,105.42,112.06,111.27,119.33,114.04,113.51,117.48,129.97,121.12,108.66,108.98,102.8,111.72,111.8,108.04,115.1,93.81,108.14,,113.77
2005-10-01,104.45,104.47,105.24,105.78,109.6,102.99,101.73,102.27,98.38,100.37,101.06,101.61,99.2,,105.57,,,,,,,,,,,102.81,,,,,93.71,,,
2005-11-01,104.75,104.37,105.94,105.73,109.3,103.89,101.53,102.27,98.23,100.27,100.91,101.51,99.15,,105.67,,,,,,,,,,,102.51,,,,,93.41,,,
2005-12-01,104.6,104.27,105.59,105.58,109.1,102.84,101.43,102.07,98.08,100.17,100.81,101.41,97.1,,105.62,,,,,,,,,,,102.61,110.3,111.2,107.74,114.7,93.11,107.74,,113.52
2006-01-01,104.4,104.37,105.34,105.63,109.3,102.64,101.38,101.92,98.03,100.07,100.76,101.41,99.0,,105.52,,,,,,,,,,,102.41,,,,,92.71,,,
2006-02-01,104.3,104.27,104.59,105.68,109.2,102.44,101.03,101.92,97.98,100.07,100.61,101.21,99.1,,105.42,,,,,,,,,,,102.51,,,,,92.71,,,
2006-03-01,104.55,104.17,105.99,105.58,109.25,102.64,100.98,102.17,98.98,100.07,100.71,101.46,99.0,,105.32,100.62,100.87,101.63,101.05,102.84,103.46,111.29,105.97,102.04,99.84,102.51,109.8,111.0,107.64,114.9,92.91,108.74,,113.92
2006-04-01,104.5,104.27,106.44,105.48,109.1,99.34,100.88,102.17,97.88,99.97,100.51,101.26,98.9,,105.32,,,,,,,,,,,,,,,,,,,
2006-05-01,104.65,104.02,106.09,105.23,108.9,102.29,100.88,102.22,97.88,99.97,100.61,101.31,99.1,,105.27,,,,,,,,,,,,,,,,,,,
2006-06-01,104.4,104.27,105.89,105.08,108.7,102.24,100.93,102.02,97.88,99.87,100.81,101.41,99.75,,105.17,,,,,,,,,,,,,,,,,,,
2006-07-01,104.25,103.77,106.39,104.88,108.5,102.04,100.88,101.77,98.03,99.82,100.81,101.41,99.85,,104.92,,,,,,,,,,,,,,,,,,,
2006-08-01,104.55,103.67,106.39,105.18,108.7,101.94,100.73,101.67,97.98,100.27,100.96,101.61,99.85,,105.02,,,,,,,,,,,,,,,,,,,
