CODICE_SIF,CODICE_PP,PROVINCIA,COMUNE,DITTA_INDIRIZZO,DENOMINAZIONE,TIPO,X,Y,Z_BOCCA_POZZO,MOD_COORDINATE,FONTE_COORDINATE,PROFONDITA,FILTRI_DA,FILTRI_A,MODIFICAFILTRI_PROFONDITA,FILTRI,QUOTA_DTM,BASE_A_SLM,BASE_B_SLM,BASE_ISS_SLM,BASE_ISI_SLM,TIPO_FALDA,CLASSIFICAZIONE_POLITECNICO,CLASSIFICAZIONE_EUPOLIS,SCHEDA_STRATIGRAFICA,LIVELLI_FALDA,N_PRATICA_AGISCO,FONTE
0151462582,SIN_SSG_0151462582,MI,MILANO,EDILFUTURA SRL PIEZOMETRO Ps7 BIS VIALE SARCA 336,,PIEZOMETRO,1517203,5041183,136.976,,,30,18,29.00,,,135.13,107.59664,44.29034,95.22073,44.25595,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462593,PO015146NR2593,MI,MILANO,AEM BOVISA GASOMETRI - VIA GIAMPIETRINO 24 ,MM154,PIEZOMETRO,1511803,5038891,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,132.19,101.89,34.43,100.31,30.40,SEPARATA,A,ISS,ASSENTE,Livelli Piezometrici\0151462593.pdf,,MIND
0151462596,PO015146NR2596,MI,MILANO,Euro Milano srl - piezometro  PZ N1 via Castellamare,,PIEZOMETRO,1511515,5039542,,,,35,ND,ND,,,134.09,101.3106,39.08698,103.85505,39.6868,SEPARATA,A,ISS,,,,progPLUMES
0151462597,PO015146NR2597,MI,MILANO,AREA EX SALCIN BRILL - PZ2/Bis via don Grazioli 31/33,,PIEZOMETRO,1513630,5039450,,,,30,ND,ND,,,133.46,102.78043,40.94233,98.30312,25.9104,SEPARATA,A,ISS,,,,progPLUMES
0151462598,PO015146NR2598,MI,MILANO,AREA EX SALCIN BRILL - PZ3 via don Grazioli 31/33,,PIEZOMETRO,1513800,5039500,,,,25,ND,ND,,,133.13,102.57346,41.57329,98.30312,25.9104,SEPARATA,A,ISS,,,,progPLUMES
0151460559,151460559,MI,MILANO,VIA GULLI,17,POZZO,1510394.783,5034652.09,120.7,,,106.43,40,104.37,,,121.07,91.8618,16.73705,78.12145,5.61678,SEPARATA,B,ISI,,,,progPLUMES
0151462617,PO015146NR2617,MI,MILANO,PPG INDUSTRIES ITALIA - VIA COMASINA 115,PZMWSE5PPG,PIEZOMETRO,1512579.48,5041978.72,143.50,,DA PRATICA,30.00,ND,ND,,PARZIALE,143.40,112.25,67.65,111.94,62.69,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462667,PO015146NR2667,MI,MILANO,EX GNOCCHI  - VIA GIAMBELLINO 123 ,PZ1,PIEZOMETRO,1510855,5032583,,,DA DB ACCESS,9.00,3.50,9.00,,SINGOLO,112.79,89.40,2.55,71.75,-9.88,SEPARATA,A,ISS,Log Stratigrafici\0151462667.pdf,ASSENTE,,MIND
0151462669,PO015146NR2669,MI,MILANO,EX GNOCCHI  - VIA GIAMBELLINO 123 ,PZ2,PIEZOMETRO,1510803,5032630,,,DA DB ACCESS,15.00,5.50,15.00,SI,PARZIALE,115.96,89.16,2.96,72.15,-8.73,SEPARATA,A,ISS,Log Stratigrafici\0151462669.pdf,ASSENTE,,MIND
0151462676,PO015146NR2676,MI,MILANO,"area ex Manifattura Tabacchi V.le Testi, 21 MI - Pz1",,PIEZOMETRO,1515937,5040252,,,,30,ND,ND,,,133.81,94.88114,41.76254,94.03152,33.3449,SEPARATA,A,ISS,,,,progPLUMES
0151462677,PO015146NR2677,MI,MILANO,"area ex Manifattura Tabacchi V.le Testi, 21 MI - Pz2",,PIEZOMETRO,1515793,5039899,,,,30,ND,ND,,,132.01,90.61687,39.16451,93.44725,28.26629,SEPARATA,A,ISS,,,,progPLUMES
0151462692,PO015146NR2692,MI,MILANO,AREA EX DOLLMAR P1 BARRIERA VIA BARONA 31,,PIEZOMETRO,1512025,5031329,,,,40,ND,ND,,,112.27,84.33754,-5.85378,69.37431,-19.18472,SEPARATA,A+B,ISS,,,,progPLUMES
0151462693,PO015146NR2693,MI,MILANO,AREA EX DOLLMAR P2 BARRIERA VIA BARONA 31,,PIEZOMETRO,1511975,5031319,,,,40,ND,ND,,,112.17,84.41121,-6.07105,69.41767,-18.28622,SEPARATA,A+B,ISS,,,,progPLUMES
0151462694,PO015146NR2694,MI,MILANO,EX DOLLMAR P3 VIA BARONA 31,,PIEZOMETRO,1512357,5038956,,,,25,ND,ND,,,132.17,99.17228,36.31455,99.72683,27.91633,SEPARATA,A,ISS,,,,progPLUMES
0151462708,PO015146NR0074,MI,MILANO,AREA SANTA GIULIA - EX MONTEDISON - VIA BONFADINI 148 ,PIEZ8,PIEZOMETRO,1519647,5031301,,,DA PRATICA,30.00,5.50,30.00,,SINGOLO,106.98,54.21,-19.84,62.07,-36.78,SEPARATA,A,ISS,Log Stratigrafici\0151462708.pdf,ASSENTE,,MIND
0151462709,PO015146NRA330,MI,MILANO,PO015246NR - piez 09 Santa Giukia via Bonfadini 148,,PIEZOMETRO,1519692,5031265,,,,30,ND,ND,,,105.68,53.85953,-20.37846,62.07112,-37.45587,SEPARATA,A,ISS,,,,progPLUMES
0151462717,PO015146NRA934,MI,MILANO,pz M3 Santa Giulia via Bonfadini 148,,PIEZOMETRO,1519762,5031308,,,,30,ND,ND,,,105.43,54.22189,-20.18369,62.07112,-37.45587,SEPARATA,A,ISS,,,,progPLUMES
0151462719,PO015146NRA512,MI,MILANO,PZ M05 AREA SANTA GIULIA VIA BONFADINI 148,,PIEZOMETRO,1519751,5031137,,,,30,ND,ND,,,107.35,53.09735,-21.58606,61.70427,-38.17698,SEPARATA,A,ISS,,,,progPLUMES
0151462721,PO015146NRA676,MI,MILANO,Cantiere Milano Santa Giulia / ex Montedison - Piez M7,,PIEZOMETRO,1519649,5031430,,,,30,ND,ND,,,106.7,55.09067,-18.82559,62.42791,-36.71454,SEPARATA,A,ISS,,,,progPLUMES
0151462722,PO015146NR0073,MI,MILANO,AREA SANTA GIULIA - EX MONTEDISON - VIA BONFADINI 148 ,PIEZM8,PIEZOMETRO,1519716,5031367,,,DA PRATICA,30.00,5.50,30.00,,SINGOLO,105.28,54.59,-19.64,62.07,-36.78,SEPARATA,A,ISS,Log Stratigrafici\0151462722.pdf,ASSENTE,,MIND
0151462726,PO015146NR2726,MI,MILANO,"EX ARRIGO PINI VIA B. VERRO, 21",,PIEZOMETRO,1514888,5031971,,,,15,ND,ND,,,112.09,69.02358,-0.36992,69.23452,-25.18997,SEPARATA,A,ISS,,,,progPLUMES
0151462727,PO015146NR2727,MI,MILANO,"AREA ARRIGO PINI Pz 2 valle VIA VERRO,21 MILANO",,PIEZOMETRO,1514933,5031925,,,,15,ND,ND,,,111.98,68.69724,-1.00685,69.23452,-25.18997,SEPARATA,A,ISS,,,,progPLUMES
0151462728,PO015146NR2728,MI,MILANO,Area Ex KSB via Rucellai 36/37 Milano Pz1,,PIEZOMETRO,1517130,5039861,,,,25,ND,ND,,,130.16,96.99998,37.55455,91.89799,30.34721,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462729,PO015146NR2729,MI,MILANO,Area ex KSB Via Rucellai 36/37 Milano Pz2,,PIEZOMETRO,1517206,5039781,,,,25,ND,ND,,,130.36,96.92357,37.21985,91.17058,28.43269,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462730,PO015146NR2730,MI,MILANO,Area Ex KSB Via Rucellai 36/37 Milano Pz3,,PIEZOMETRO,1517241,5039713,,,,25,ND,ND,,,130.34,96.63747,37.16277,91.17058,28.43269,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462742,PO015146NR2742,MI,MILANO,AREA PII GARIBALDI REPUBBLICA  - U1 - 1P,,PIEZOMETRO,1514861,5036772,,,,28,ND,ND,,,122.16,87.0235,23.69636,88.92465,-1.11911,SEPARATA,A,ISS,,,,progPLUMES
0151462751,PO015146NR2751,MI,MILANO,"AEROSPACE - EX MAGNAGHI - VIA D'ANCONA, 27",PZB,PIEZOMETRO,1517743,5038660,,,DA MAPPA,48.00,21.00,42.00,,SINGOLO,125.20,92.43,31.59,88.12,11.94,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI146.0378,MIND
0151462754,PO015146NR2754,MI,MILANO,AREA MARCEGAGLIA PZ A V.LE SARCA 336,,PIEZOMETRO,1517106,5041339,,,,30,ND,ND,,,135.77,107.99744,45.49761,96.0133,46.2519,TRANSIZIONE,A,ISS,,,,progPLUMES
0151462763,PO015146NR2763,MI,MILANO,area via maestri campionesi 16 CP 1,,PIEZOMETRO,1516710,5033792,,,,20,ND,ND,,,113.84,76.91492,2.65766,71.83108,-20.24003,SEPARATA,A,ISS,,,,progPLUMES
0151462765,PO015146NR2765,MI,MILANO,area via maestri campionesi 16 CP 3,,PIEZOMETRO,1516757,5033703,,,,20,ND,ND,,,113.74,75.18915,2.27707,71.83108,-20.24003,SEPARATA,A,ISS,,,,progPLUMES
0151462779,PO015146NR2779,MI,MILANO,Pz 2 area ex Tenax - Flexa via Colico 3 Milano,,PIEZOMETRO,1512592,5038579,,,,25,ND,ND,,,132,99.88422,34.4112,97.80754,22.38446,SEPARATA,A,ISS,,,,progPLUMES
0151462823,PO015146NR2823,MI,MILANO,OFFICINE SACERDOTI - VIA BREDA 120 ,PZ2,PIEZOMETRO,1517213,5040309,,,DA PRATICA,25.00,15.00,25.00,,SI,132.87,99.54,38.82,92.77,27.42,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0151462825,PO015146NR2825,MI,MILANO,OFFICINE SACERDOTI - VIA BREDA 120 ,PZ4,PIEZOMETRO,1517246,5040245,,,DA PRATICA,25.00,15.00,25.00,,SI,132.62,99.32,38.20,92.77,27.42,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0151462827,PO015146NR2827,MI,MILANO,"EX SIRIO -  VIA CANDIANI, 151",PZ1,PIEZOMETRO,1512465,5038781,,,DA DB ACCESS,25.00,10.00,25.00,,SI,131.25,99.88,35.44,98.60,24.39,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462828,PO015146NR2828,MI,MILANO,"EX SIRIO -  VIA CANDIANI, 151",PZ2,PIEZOMETRO,1512570,5038657,,,DA DB ACCESS,25.00,10.00,25.00,,SI,132.19,99.81,34.85,98.60,24.39,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462829,PO015146NR2829,MI,MILANO,AREA EX NESTLE' VIA BORGOGNONE 46,,PIEZOMETRO,1512834,5033188,,,,20,5,15.00,,,115.97,78.28138,6.83329,73.93279,-11.86219,SEPARATA,A,ISS,,,,progPLUMES
0151462830,PO015146NR2830,MI,MILANO,Area ex Nestle' Via Borgognone 46 MILANO PZ2,,PIEZOMETRO,1512903,5033189,,,,20,5,20.00,,,115.79,77.37229,6.77653,73.93279,-11.86219,SEPARATA,A,ISS,,,,progPLUMES
0151462832,PO015146NR2832,MI,MILANO,"Area ex Nestle' Via Borgognone,46 PZ4",,PIEZOMETRO,1512891,5033039,,,,20,5,20.00,,,115.47,77.70092,5.72672,73.93279,-11.86219,SEPARATA,A,ISS,,,,progPLUMES
0151462833,PO015146NR2833,MI,MILANO,"PII AFFORI - SUBAREA ""CAROTAGGIO C8"" - VIA ASTESANI/CICCOTTI - NS1",,PIEZOMETRO,1513152,5041184,,,,35,ND,ND,,,142.16,103.74675,54.89483,105.3175,50.4013,SEPARATA,A,ISS,,,,progPLUMES
0151460560,151460560,MI,MILANO,VIA ANNONI,18,POZZO,1510233.335,5034527.567,121.2,,,103.8,51.35,101.80,,,121.03,88.77671,16.7182,77.11797,4.19373,SEPARATA,B,ISI,,,,progPLUMES
0151460561,PO0151460U0561,MI,MILANO,VIA GULLI 54,19,POZZO,1510272,5034658,121.25,,DA DB ACCESS,99.90,49.74,97.90,,MULTIPLO,121.14,91.05,17.94,78.12,5.54,SEPARATA,B,ISI,Log Stratigrafici\0151460561.pdf,ASSENTE,,MIND
0151460562,151460562,MI,MILANO,VIA GULLI,20,POZZO,1510168.666,5034664.906,121.3,,,100,53.87,100.00,,,121.22,90.27007,18.46027,78.12008,6.45617,SEPARATA,B,ISI,,,,progPLUMES
0151460585,151460585,MI,MILANO,VICINO AUTOSTRADA MI-VE,1,POZZO,1510258.754,5040799.651,140.8,,,80.69,37.10,74.90,Fonte Db MM,,141.39,103.20836,55.25565,111.5289,58.99664,SEPARATA,A+B,ISI,,,,progPLUMES
0151460586,151460586,MI,MILANO,VIA COGNE / VIA ARSA,2,POZZO,1510051.404,5040332.101,140.8,,,100.11,53.00,95.50,Fonte Db MM,,139.07,98.22597,52.01997,109.26513,55.95194,SEPARATA,B+C,ISI+ISP,,,,progPLUMES
0151462842,PO015146NR2842,MI,MILANO,"AREA EX TENAX Via Colico,3 Milano PZ4",,PIEZOMETRO,1512699,5038265,,,,30,ND,ND,,,134.01,99.66458,32.92387,96.80664,19.00068,SEPARATA,A,ISS,,,,progPLUMES
0151462861,PO015146NR2861,MI,MILANO,area ex sieroterapico via Segantini 64 pz 1,,PIEZOMETRO,1513370,5032415,,,,16,ND,ND,,,114.19,73.15827,0.61064,72.08525,-17.07318,SEPARATA,A,ISS,,,,progPLUMES
0151462862,PO015146NR2862,MI,MILANO,area ex sieroterapico via Segantini 64 pz 2,,PIEZOMETRO,1513497,5032346,,,,18,ND,ND,,,115.81,72.22707,0.07364,71.39989,-19.15051,SEPARATA,A,ISS,,,,progPLUMES
0151462888,PO015146NR2888,MI,MILANO,"AREA EX SA.NA.MI. -  LOTTO B  - VIA  P, ROSSI, 8/10 - ",PZ2,PIEZOMETRO,1514031,5039355,,,DA DB ACCESS,24.00,ND,ND,,PARZIALE,130.38,104.03,40.68,96.84,21.16,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151462894,PO015146NR2894,MI,MILANO,"Area Dismessa ex Montedison Via Bonfadini,148 MI MW6A ter",,PIEZOMETRO,1519204,5032045,,,,6,ND,ND,,,107.65,57.24039,-12.84149,63.5705,-34.16944,SEPARATA,A,ISS,,,,progPLUMES
0151462895,PO015146NRA828,MI,MILANO,"Area dismessa ex Montedison Via Bonfadini,148 MI MW7A",,PIEZOMETRO,1519225,5032137,,,,6,ND,ND,,,107.71,57.10464,-11.95233,63.5705,-34.16944,SEPARATA,A,ISS,,,,progPLUMES
0151462896,PO015146NRA827,MI,MILANO,"Area dismessa ex Montedison Via Bonfadini, 148 MI MW8A",,PIEZOMETRO,1519269,5032137,,,,6,ND,ND,,,107.63,56.96899,-12.00765,63.5705,-34.16944,SEPARATA,A,ISS,,,,progPLUMES
0151462897,PO015146NRA354,MI,MILANO,"Area dismessa ex Montedison Via Bonfadini,148 MI MW9A",,PIEZOMETRO,1519334,5032138,,,,6,ND,ND,,,107.52,56.5906,-12.1679,63.5705,-34.16944,SEPARATA,A,ISS,,,,progPLUMES
0151462898,PO015146NR2898,MI,MILANO,"Area Dismessa ex Montedison Via Bonfadini,148 MI MW10A",,PIEZOMETRO,1519334,5032207,,,,6,ND,ND,,,107.78,56.59797,-11.31002,63.83033,-33.37019,SEPARATA,A,ISS,,,,progPLUMES
0151462899,PO015146NR2899,MI,MILANO,"Area Dismessa ex Montedison Via Bonfadini,148 MI MW12A",,PIEZOMETRO,1519247,5032045,,,,6,ND,ND,,,107.54,57.10511,-12.90209,63.5705,-34.16944,SEPARATA,A,ISS,,,,progPLUMES
0151462902,PO015146NR2902,MI,MILANO,PPG INDUSTRIES ITALIA - VIA COMASINA 121 ,MWSE7,PIEZOMETRO,1512561,5041810,,,DA DB ACCESS,32.00,ND,ND,,PARZIALE,143.55,109.88,65.06,111.94,62.69,SEPARATA,A,ISS,ASSENTE,Livelli Piezometrici\0151462902.pdf,,MIND
0151462919,PO015146NR2919,MI,MILANO,AREA VIA SAVONA EX OSRAM   101/105  PZ 5,,PIEZOMETRO,1511735,5032899,,,,25,ND,ND,,,115.91,87.16002,6.67368,72.8113,-9.3088,SEPARATA,A,ISS,,,,progPLUMES
0151462928,PO015146NR2928,MI,MILANO,EX ABB VIA VALTORTA 43/45 PZ VALLE MILANO,,PIEZOMETRO,1517800,5038545,,,,30,ND,ND,,,125.56,91.57206,30.22511,87.6072,16.43026,SEPARATA,A,ISS,,,,progPLUMES
0151462931,PO015146NR2931,MI,MILANO,Immobiliare Cernusco srl via Scarsellini 14 pz2 (a monte),,,1513607,5039953,,,,ND,ND,ND,,,135.12,102.70825,44.35859,99.08016,31.17269,SEPARATA,A,DUBBIO,,,,progPLUMES
0151462957,PO015146NR2957,MI,MILANO,ALER ZAMA/SALOMONE PZ1,,PIEZOMETRO,1518797,5033350,,,,15,ND,ND,,,109.36,68.46863,-0.04066,65.20592,-28.99579,SEPARATA,A,ISS,,,,progPLUMES
0151462958,PO015146NR2958,MI,MILANO,ALER ZAMA/SALOMONE PZ2,,PIEZOMETRO,1518847,5033254,,,,15,ND,ND,,,109.09,67.69109,-0.40603,65.09187,-29.03679,SEPARATA,A,ISS,,,,progPLUMES
0151462959,PO015146NR2959,MI,MILANO,ALER ZAMA/SALOMONE PZ3,,PIEZOMETRO,1518894,5033271,,,,15,ND,ND,,,108.89,67.44687,-0.35997,65.09187,-29.03679,SEPARATA,A,ISS,,,,progPLUMES
0151462970,PO015146NR2970,MI,MILANO,Via Rubattino 84 PZ1 Milano/Segrate,,PIEZOMETRO,1520431,5036068,,,,20,ND,ND,,,112.97,79.66258,0.57666,74.55771,-2.15967,SEPARATA,A,ISS,,,,progPLUMES
0151462971,PO015146NR2971,MI,MILANO,Via Rubattino 84 PZ2 Milano/Segrate,,PIEZOMETRO,1520448,5036248,,,,20,ND,ND,,,113.25,81.18798,1.89171,75.36908,-0.04482,SEPARATA,A,ISS,,,,progPLUMES
0151462972,PO015146NR2972,MI,MILANO,AREA VIA RUBATTINO 84 MILANO PZ3,,PIEZOMETRO,1520236,5036178,,,,20,ND,ND,,,113.52,81.70833,-0.4886,74.83009,-2.56216,SEPARATA,A,ISS,,,,progPLUMES
0151462973,PO015146NR2973,MI,MILANO,AREA VIA RUBATTINO 84 MILANO PZ4,,PIEZOMETRO,1520198,5036078,,,,20,ND,ND,,,113.51,81.7243,-1.27818,75.11519,-2.95485,SEPARATA,A,ISS,,,,progPLUMES
0151462980,PO015146NR2980,MI,MILANO,"UNIOR VIA MECENATE, 79 - P1",,PIEZOMETRO,1519531,5033465,,,,15,ND,ND,,,108.05,68.07656,2.54522,65.6178,-27.35651,SEPARATA,A,ISS,,,,progPLUMES
0151462981,PO015146NR2981,MI,MILANO,"UNIOR VIA MECENATE, 79 - P2",,PIEZOMETRO,1519456,5033347,,,,15,ND,ND,,,108.33,65.85263,1.02324,65.21121,-28.56345,SEPARATA,A,ISS,,,,progPLUMES
0151462982,PO015146NR2982,MI,MILANO,"UNIOR VIA MECENATE, 79 - P3",,PIEZOMETRO,1519591,5033335,,,,15,ND,ND,,,108.18,65.46044,1.31468,65.21121,-28.56345,SEPARATA,A,ISS,,,,progPLUMES
0151462991,PO015146NR2991,MI,MILANO, AREA EX SALCIN BRILL  - VIA GRAZIOLI 31/33,PZ3 BIS,PIEZOMETRO,1513603,5039553,,,DA DB ACCESS,29.00,16.00,22.00,,SINGOLO,134.18,102.66,41.89,98.30,25.92,SEPARATA,A,ISS,Log Stratigrafici\0151462991.pdf,ASSENTE,,MIND
0151462996,PO015146NR2996,MI,MILANO,AREA EX VIAPPIANI V.LE ARGONNE 28/30 MILANO PZ1,,PIEZOMETRO,1517828,5034928,,,,20,ND,ND,,,114.34,83.12795,7.26943,73.64189,-15.81221,SEPARATA,A,ISS,,,,progPLUMES
0151462997,PO015146NR2997,MI,MILANO,AREA EX VIAPPIANI V.LE ARGONNE 28/30 MI PZ2,,PIEZOMETRO,1517827,5034908,,,,20,ND,ND,,,114.33,82.31387,6.74617,73.64189,-15.81221,SEPARATA,A,ISS,,,,progPLUMES
0151463004,PO015146NR3004,MI,MILANO,AREA EX CARMAGNANI PZ 9 VIA GONIN /GIORDANI MILANO,,,1509559,5032129,,,,ND,ND,ND,,,115.9,84.16161,-1.11863,71.07258,-4.87792,SEPARATA,A,DUBBIO,,,,progPLUMES
0151463005,PO015146NR3005,MI,MILANO,AREA EX CARMAGNANI PZ 10 VIA GONIN/GIORDANI,,,1509657,5032165,,,,ND,ND,ND,,,116.77,84.50562,-0.84992,71.05081,-5.6497,SEPARATA,A,DUBBIO,,,,progPLUMES
0151463033,PO015146NR3033,MI,MILANO,AREA EX JUCKER PZ 1 VIA FRIGIA 19,,PIEZOMETRO,1517001,5040592,,,,23,ND,ND,,,131.33,101.61047,41.04178,93.53949,37.20732,TRANSIZIONE,A,ISS,,,,progPLUMES
0151463034,PO015146NR3034,MI,MILANO,AREA EX JUCKER PZ 2  VIA FRIGIA 19  MILANO,,PIEZOMETRO,1517277,5040348,,,,23,ND,ND,,,132.33,99.86081,38.59052,92.769,35.1874,TRANSIZIONE,A,ISS,,,,progPLUMES
0151463035,PO015146NRA853,MI,MILANO,"AREA EX JUCKER VIA FRIGIA,19 MILANO PZ3",,PIEZOMETRO,1517338,5040430,,,,23,ND,ND,,,132.89,101.91055,38.95459,93.35439,37.46135,TRANSIZIONE,A,ISS,,,,progPLUMES
0151463041,PO015146NR3041,MI,MILANO,PII ISOLA - AREA LUNETTA - VIA DE CASTILLIA - LOTTO 3,PZ1,PIEZOMETRO,1514950.1,5036922.6,,,DA MAPPA,25.00,15.00,25.00,,SINGOLO,123.73,87.64,23.97,89.56,-0.95,SEPARATA,A,ISS,Log Stratigrafici\0151463041.pdf,ASSENTE,MI146.2370/MI146.2692,MIND
0151463042,PO015146NRA412,MI,MILANO,PII ISOLA - AREA LUNETTA - VIA DE CASTILLIA - LOTTO 3,PZ2,PIEZOMETRO,1514926.5,5036827.2,,,DA MAPPA,25.00,15.00,25.00,,SINGOLO,121.01,87.84,23.58,89.56,-0.95,SEPARATA,A,ISS,Log Stratigrafici\0151463041.pdf,ASSENTE,MI146.2370/MI146.2692,MIND
0151463043,PO015146NR3043,MI,MILANO,PII ISOLA - AREA LUNETTA - VIA DE CASTILLIA - LOTTO 3,PZ3,PIEZOMETRO,1514995.6,5036832.5,,,DA MAPPA,25.00,15.00,25.00,,SINGOLO,121.38,87.89,23.72,89.56,-0.95,SEPARATA,A,ISS,Log Stratigrafici\0151463043.pdf,ASSENTE,MI146.2370/MI146.2692,MIND
0151463059,PO015146NR3059,MI,MILANO,"AREA EX IBM VIA TOLMEZZO,15 MILANO MW1",,PIEZOMETRO,1518413,5037641,,,,21,ND,ND,,,122.01,88.59754,21.88469,83.97588,10.10619,SEPARATA,A,ISS,,,,progPLUMES
0151463061,PO015146NR3061,MI,MILANO,"AREA EX IBM VIA TOLMEZZO,15 MILANO MW3BIS",,PIEZOMETRO,1518458,5037717,,,,25,ND,ND,,,122.3,87.75933,22.2575,83.97588,10.10619,SEPARATA,A,ISS,,,,progPLUMES
0151463063,PO015146NR3063,MI,MILANO," GALILEO AVIONICA - VIA GRASSI, 93 ",MW1,PIEZOMETRO,1514630.63,5040633.57,141.35,,DA PRATICA,21.00,15.00,21.00,,SI,135.49,107.11,46.84,97.57,37.58,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI146.2289,MIND
0151463065,PO015146NR3065,MI,MILANO," GALILEO AVIONICA - VIA GRASSI, 93 ",MW3,PIEZOMETRO,ND,ND,140.84,,DA PRATICA,21.00,15.00,21.00,,SI,,,,,,DUBBIO,A,ISS,ASSENTE,ASSENTE,MI146.2289,MIND
0151463077,PO015146NR3077,MI,MILANO,Pz 3 - Area Luceplan via Moneta 46,,PIEZOMETRO,1514459,5034528,,,,30,ND,ND,,,120.5,83.58168,7.95068,79.56986,-8.86093,SEPARATA,A,ISS,,,,progPLUMES
0151463079,PO015146NR3079,MI,MILANO,Pz 5 - Area Luceplan via Moneta 46,,PIEZOMETRO,1512863,5040296,,,,ND,ND,ND,,,137.54,101.51437,46.59501,103.46395,40.83485,SEPARATA,A,DUBBIO,,,,progPLUMES
0151463080,PO015146NR3080,MI,MILANO,AREA EX AUTAMAROCCHI (EDILCALCE) - VIA CHIESA ROSSA 277,PZ13,PIEZOMETRO,1512690,5028747,,,DA DB ACCESS,10.00,ND,ND,,PARZIALE,106.88,58.76,-18.96,64.14,-33.25,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151463089,PO015146NR3089,MI,MILANO,"PZ1 AREA EX BIC VIA LORENZINI, 10/ ADAMELO",,PIEZOMETRO,1515854,5032300,,,,20,ND,ND,,,112.05,68.16457,-3.73252,69.12403,-24.94655,SEPARATA,A,ISS,,,,progPLUMES
0151463090,PO015146NRA390,MI,MILANO,"PZ2 AREA EX BIC VIA LORENZINI, 10/ADAMELLO",,PIEZOMETRO,1515840,5032165,,,,20,ND,ND,,,111.93,67.52849,-4.49934,68.60556,-26.18155,SEPARATA,A,ISS,,,,progPLUMES
0151463091,PO015146NR3091,MI,MILANO,"PZ3 AREA AX BIC VIA LORENZINI, 10/ADAMELLO",,PIEZOMETRO,1515908,5032168,,,,20,ND,ND,,,111.64,67.63032,-4.4877,68.60556,-26.18155,SEPARATA,A,ISS,,,,progPLUMES
0151460587,151460587,MI,MILANO,VIA VAL TROMPIA,3,POZZO,1510207.338,5040544.649,140.8,,,99.96,42.00,94.00,Fonte Db MM,,140.4,100.20496,53.05865,110.4213,56.97161,SEPARATA,A+B+C,ISI+ISP,,,,progPLUMES
0151463094,PO015146NR3094,MI,MILANO,"AREA EX CENTRO RICERCHE BREDA V.LE SARCA,336 MI PZ1",,PIEZOMETRO,1516880,5041462,,,,30,ND,ND,,,137.05,108.34508,46.80743,96.70344,48.03329,TRANSIZIONE,A,ISS,,,,progPLUMES
0151463096,PO015146NR3096,MI,MILANO,"AREA EX CENTRO RICERCHE BREDA V.LE SARCA,336 MI PZ3",,PIEZOMETRO,1516850,5041412,,,,30,ND,ND,,,136.88,107.9334,46.53674,96.70344,48.03329,TRANSIZIONE,A,ISS,,,,progPLUMES
0151463107,PO015146NR3107,MI,MILANO,AREA DI VIA BRONI 9/VIA GARGANO PZ 1 MONTE,,PIEZOMETRO,1515881,5031506,,,,16,ND,ND,,,109.4,66.14772,-7.69413,67.16661,-29.63012,SEPARATA,A,ISS,,,,progPLUMES
0151463112,PO015146NR3112,MI,MILANO,VIA RIZZOLI 2/4/6/8 ,MW1,PIEZOMETRO,1519596,5039101,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,126.60,92.32,25.09,86.49,16.98,TRANSIZIONE,A,ISS,ASSENTE,ASSENTE,,MIND
0151463114,PO015146NR3114,MI,MILANO,VIA RIZZOLI 2/4/6/8 ,PZ4,PIEZOMETRO,1519676,5038832,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,124.72,93.39,24.89,85.62,15.37,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151463117,PO015146NR3117,MI,MILANO,VIA RIZZOLI 2/4/6/8 ,MW3,PIEZOMETRO,1519897,5039019,,,DA DB ACCESS,25.00,ND,ND,,PARZIALE,123.44,92.97,25.26,85.96,17.46,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151463118,PO015146NR3118,MI,MILANO,"VIA OSOPPO,7 PZ1 MILANO",,PIEZOMETRO,1511303,5035087,,,,21,ND,ND,,,121.47,91.26245,15.00995,80.64383,4.61484,SEPARATA,A,ISS,,,,progPLUMES
0151463119,PO015146NR3119,MI,MILANO,via Osoppo 7 pz 2,,PIEZOMETRO,1511311,5035070,,,,21,ND,ND,,,121.41,91.16902,14.73159,80.64383,4.61484,SEPARATA,A,ISS,,,,progPLUMES
