CODICE_SIF,CODICE_PP,PROVINCIA,COMUNE,DITTA_INDIRIZZO,DENOMINAZIONE,TIPO,X,Y,Z_BOCCA_POZZO,MOD_COORDINATE,FONTE_COORDINATE,PROFONDITA,FILTRI_DA,FILTRI_A,MODIFICAFILTRI_PROFONDITA,FILTRI,QUOTA_DTM,BASE_A_SLM,BASE_B_SLM,BASE_ISS_SLM,BASE_ISI_SLM,TIPO_FALDA,CLASSIFICAZIONE_POLITECNICO,CLASSIFICAZIONE_EUPOLIS,SCHEDA_STRATIGRAFICA,LIVELLI_FALDA,N_PRATICA_AGISCO,FONTE
0151462503,PO015146NR2503,MI,MILANO,"Area S.Giulia, V.Bonfadini 148 - Pozzo A",,POZZO,1519820,5032380,,,,35,10,32.00,,,107.27,56.15503,-9.83977,63.66219,-33.46686,SEPARATA,A,ISS,,,,progPLUMES
0151570027,PO015157U0027,MI,NOVATE MILANESE,Via Rimembranze,VIA RIMEMBRANZE II,,1511336.666,5041861.165,145.70752,,,100.00,48.00,95.50,,,145.71,93.17,55.73,117.26,65.16,,B,ISI-ISP,,,,AMIACQUE
0151570028,PO015157U0028,MI,NOVATE MILANESE,Via Giacomo Brodolini,VIA BRODOLINI,,1511451.953,5042130.397,154.716003,,,141.40,60.00,108.00,,,154.72,93.92,56.75,119.54,68.71,,B+C,ISI-ISP,,,,AMIACQUE
0151570043,PO015157NR0043,MI,NOVATE MILANESE,DITTA IPICI PZ P3 OVEST IPICI - VIA F.LLI BELTRAMI  ESTERNO DITTA IPICI,,PIEZOMETRO,1510265,5041267,,,,38.7,24,34.00,,,143.5,100.30145,60.25269,114.60302,65.00491,SEPARATA,A,ISI,,,,progPLUMES
0151570047,PO015157NRA152,MI,NOVATE MILANESE,EX DITTA IPICI  - VIA F.LLI BELTRAMI,PZSB3,PIEZOMETRO,1510597,5041339,,,DA DB ACCESS,43.00,25.40,40.50,,MULTIPLO,144.29,101.83,59.36,114.77,63.22,SEPARATA,A,ISI,Log Stratigrafici\0151570047.pdf,ASSENTE,,MIND
0151570049,PO015157NR0049,MI,NOVATE MILANESE,EX DITTA IPICI  - VIA F.LLI BELTRAMI,PZSB5,PIEZOMETRO,1510485,5041160,,,DA DB ACCESS,36.50,26.50,35.50,,MULTIPLO,142.26,95.24,58.01,113.75,61.10,SEPARATA,A,ISI,Log Stratigrafici\0151570049.pdf,ASSENTE,,MIND
0151462505,PO015146NR2505,MI,MILANO,"Area S.Giulia, V.Bonfadini 148 - Pozzo B",,POZZO,1519740,5032300,,,,39,14,36.00,,,107.6,56.17981,-11.11825,63.69108,-33.47056,SEPARATA,A,ISS,,,,progPLUMES
0151462554,PO015146NR2554,MI,MILANO,Via Calchi Taeggi,,POZZO,1508556,5033221,,,,35,22,34.00,,,119.08,88.53351,8.15864,73.32377,4.30978,SEPARATA,A,ISS,,,,progPLUMES
0151570064,PO015157NRA118,MI,NOVATE MILANESE,Ex Cava Scotti,,PIEZOMETRO,1511826,5042071,,,,ND,ND,ND,,,145.15,117.50167,71.80226,116.62423,67.23626,SEPARATA,A,DUBBIO,,,,progPLUMES
0151570083,PO015157NRA119,MI,NOVATE MILANESE,Ex Cava Scotti,,PIEZOMETRO,1511846,5042001,,,,38,27.90,36.90,,,144.79,116.5099,70.9384,116.62423,67.23626,SEPARATA,B,DUBBIO,,,,progPLUMES
0151570084,PO015157NRA120,MI,NOVATE MILANESE,Ex Cava Scotti,,PIEZOMETRO,1511796,5041957,,,,38,27.90,36.90,,,144.86,115.33427,69.93549,117.26404,65.78711,SEPARATA,B,DUBBIO,,,,progPLUMES
0151570090,PO015157NRA135,MI,NOVATE MILANESE, EX TRIULZI - VIA VIALBA 56 ,PN5,PIEZOMETRO,1510600,5041352,,,DA DB ACCESS,27.00,ND,ND,,PARZIALE,143.83,102.00,59.64,114.77,63.22,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI157.0008 / MI157.0024,MIND
0151462600,PO015146NR2600,MI,MILANO,"SACCARDO SPA	 - VIA SACCARDO, 47  ",IGIENICO,POZZO,1519050,5036610,,,DA DB ACCESS,20.00,13.00,20.00,,SINGOLO,116.93,82.17,13.59,79.32,-4.51,SEPARATA,A,ISS,Log Stratigrafici\0151462600.pdf,ASSENTE,,MIND
0151462836,151462836,MI,MILANO,CENTRO SPORTIVO ALDINI VICINO A4 MI-VE,21,POZZO,1510026.029,5040637.1,140.8,,,109,66,83.00,,,140.37,102.0582,54.85204,111.45924,59.93035,SEPARATA,B,ISI,,,,progPLUMES
0151570096,PO015157NRA121,MI,NOVATE MILANESE,Ex Cava Scotti,,PIEZOMETRO,1511735,5042202,,,,40,ND,ND,,,147.14,120.11076,75.05926,118.16258,70.15481,SEPARATA,A+B,DUBBIO,,,,progPLUMES
0151570097,PO015157NRA122,MI,NOVATE MILANESE,Ex Cava Scotti,,PIEZOMETRO,1511882,5042005,,,,40,ND,ND,,,144.75,116.52221,70.81324,116.62423,67.23626,SEPARATA,A+B,DUBBIO,,,,progPLUMES
0151570099,PO015157NRA157,MI,NOVATE MILANESE,EX DITTA IPICI  - VIA F.LLI BELTRAMI,PZ202,PIEZOMETRO,1510506,5041349,,SI,DA MAPPA,35.00,ND,ND,SI,PARZIALE,143.64,101.15,60.16,114.77,63.22,SEPARATA,A,ISI,ASSENTE,ASSENTE,,MIND
0151462837,151462837,MI,MILANO,CENTRO SPORTIVO ALDINI VICINO A4 MI-VE,22,POZZO,1509933.033,5040565.859,140.8,,,93,60,84.00,,,140.01,102.28092,54.53056,110.29725,58.90545,SEPARATA,B,ISI,,,,progPLUMES
0151462838,151462838,MI,MILANO,CENTRO SPORTIVO ALDINI VICINO A4 MI-VE,23,POZZO,1509852.129,5040493.237,140.8,,,101,63.5,83.00,,,139.88,102.32698,54.00008,110.29725,58.90545,SEPARATA,B,ISI,,,,progPLUMES
0151462839,151462839,MI,MILANO,CENTRO SPORTIVO ALDINI VICINO A4 MI-VE,24,POZZO,1509758.792,5040401.33,140.8,,,95,62,83.00,,,139.68,102.37769,53.64458,110.19556,59.85237,SEPARATA,B,ISI,,,,progPLUMES
0151462840,151462840,MI,MILANO,VIA ANDERLONI ALL'INTERNO PARCO LESSONA,25,POZZO,1510348.635,5040006.961,140.8,,,93,69.5,86.00,,,137.86,93.42109,47.82566,108.15423,52.90701,SEPARATA,B,ISI,,,,progPLUMES
0151463093,PO015146NR3093,MI,MILANO,VIA BAGAROTTI/VIA A.DA ROSCIATE,PZ2,POZZO,1507375.091,5033720.924,122.75,,DA MAPPA,115.00,76.00,103.00,,SI,122.39,92.56,12.58,73.94,10.10,SEPARATA,B,ISI,ASSENTE,ASSENTE,,MIND
0151463356,PO015146NR3356,MI,MILANO,CENTRALE COGENERAZIONE A2A CANAVESE POZZO p3,,POZZO,1518957,5034749,,,,35,14,32.00,,,110.64,82.18644,3.65632,70.42369,-18.27896,SEPARATA,A,ISS,,,,progPLUMES
0151463489,PO015146NR3489,MI,MILANO,AREA EX METALLURGICHE BROGGI - POLI,PZ2,POZZO,1519630,5036490,,,DA DB ACCESS,20.00,10.00,20.00,SI,SINGOLO,115.04,85.28,5.95,77.38,-5.82,SEPARATA,A,ISS,Log Stratigrafici\0151463489.pdf,ASSENTE,,MIND
0151463541,PO015146NR3541,MI,MILANO,"V.LE ORTLES, 36  - SUBAREA 3",P5,POZZO,1516061,5031585,111.15,,DA PRATICA,21.00,13.00,19.00,,MULTIPLI,110.39,63.70,-7.82,66.92,-29.62,SEPARATA,A,ISS,Log Stratigrafici\0151463541.pdf,ASSENTE,MI146.2469,MIND
0151463543,PO015146NR3543,MI,MILANO,"V.LE ORTLES, 36  - SUBAREA 3",P7,POZZO,1516126,5031597,111.50,,DA PRATICA,21.00,14.00,20.00,,MULTIPLI,110.20,63.73,-7.97,66.92,-29.62,SEPARATA,A,ISS,Log Stratigrafici\0151463543.pdf,ASSENTE,MI146.2469,MIND
0151463544,PO015146NR3544,MI,MILANO,"V.LE ORTLES, 36  - SUBAREA 3",PD,POZZO,1516072,5031584,111.50,,DA PRATICA,45.00,26.00,42.00,,MULTIPLI,110.38,63.70,-7.82,66.92,-29.62,SEPARATA,A+B,ISS+ISI,Log Stratigrafici\0151463544.pdf,ASSENTE,MI146.2469,MIND
0151463556,PO015146NR3556,MI,MILANO,CENTRALE DI COGENERAZIONE A2A CANAVESE POZZO PRESA 2,,POZZO,1518976,5034656,,,,35,ND,ND,,,110.22,82.02505,4.01621,70.42369,-18.27896,SEPARATA,A+B,ISS,,,,progPLUMES
0151590139,PO015159NR0139,MI,OPERA,AREA DITTA SVR  - V.LE ROMAGNA,PZA,PIEZOMETRO,1516969,5024229,98.36,,DA DB ACCESS,20.00,ND,ND,,PARZIALE,98.23,27.00,-53.00,43.18,-51.58,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590140,PO015159NR0140,MI,OPERA,AREA DITTA SVR  - V.LE ROMAGNA,PZB,PIEZOMETRO,1516921,5024279,98.33,,DA DB ACCESS,20.00,ND,ND,,PARZIALE,98.41,26.72,-53.91,43.18,-51.58,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590141,PO015159NR0141,MI,OPERA,AREA EX SVR PZC  VIA ROMAGNA,,PIEZOMETRO,1516992,5024363,,,,20,ND,ND,,,97.49,26.78171,-53.70568,43.17922,-51.80337,SEPARATA,A,ISS,,,,progPLUMES
0151590146,PO015159NR0146,MI,OPERA,EX PROTER - VIA LAMBRO 38 ,PZ14,PIEZOMETRO,1515834,5024111,,,DA DB ACCESS,15.00,6.00,15.00,,SI,97.55,29.43,-52.20,47.12,-50.91,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590147,PO015159NR0147,MI,OPERA,EX PROTER - VIA LAMBRO 38 ,PZ145,PIEZOMETRO,1515830,5024131,,,DA DB ACCESS,15.00,6.00,15.00,,SI,97.64,29.61,-52.04,47.12,-50.91,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590149,PO015159NR0149,MI,OPERA,AREA DITTA SVR  - V.LE ROMAGNA,PZE,PIEZOMETRO,1516990,5024251,,,DA DB ACCESS,12.00,4.00,12.00,,SINGOLO,98.20,27.00,-53.00,43.18,-51.58,SEPARATA,A,ISS,Log Stratigrafici\0151590149.pdf,ASSENTE,,MIND
0151590160,PO015159NR0006,MI,OPERA, PROTER ADORKEM,PZ12,PIEZOMETRO,1515867,5024171,98.05,,DA PRATICA,15.00,3.00,15.00,,SINGOLO,98.13,29.26,-52.06,47.12,-50.91,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI159.0003,MIND
0151590165,PO015159NR0165,MI,OPERA,ADORKEM - VIA LAMBRO 38,PZ20,PIEZOMETRO,1515861.07,5024033.67,,,DA SIF,15.00,ND,ND,,PARZIALE,98.07,29.29,-52.57,47.12,-50.91,SEPARATA,A,ISS,Log Stratigrafici\0151590165.pdf,ASSENTE,,MIND
0151590167,PO015159NR0005,MI,OPERA, PROTER ADORKEM,PZ21,PIEZOMETRO,1515891,5024188,98.15,,DA PRATICA,14.00,12.00,14.00,,SINGOLO,98.26,29.10,-52.01,47.12,-50.91,SEPARATA,A,ISS,ASSENTE,ASSENTE,MI159.0003,MIND
0151590170,PO015159NR0170,MI,OPERA,ADORKEM - VIA LAMBRO 38,PZ22,PIEZOMETRO,1515894,5024187,,,DA DB ACCESS,8.00,6.50,8.00,,SINGOLO,98.26,29.10,-52.01,47.12,-50.91,SEPARATA,A,ISS,Log Stratigrafici\0151590170.pdf,ASSENTE,,MIND
0151590176,PO015159NR0014,MI,OPERA,AREA DITTA SVR  - V.LE ROMAGNA,PZK,PIEZOMETRO,1516978,5024244,,,DA SIF,12.00,3.00,12.00,,PARZIALE,98.26,27.00,-53.00,43.18,-51.58,SEPARATA,A,ISS,Log Stratigrafici\0151590176.pdf,ASSENTE,,MIND
0151590179,PO015159NR0179,MI,OPERA,SINTERMETALGLASS  - VIA GRAMSCI 42 ,PZ1,PIEZOMETRO,1516292.15,5024232.08,,,DA SIF,10.00,ND,ND,,PARZIALE,98.82,27.14,-53.48,45.80,-50.99,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590180,PO015159NR0180,MI,OPERA,SINTERMETALGLASS  - VIA GRAMSCI 42 ,PZ2,PIEZOMETRO,1516303.7,5024211.07,,,DA SIF,10.00,ND,ND,,PARZIALE,98.81,27.13,-53.60,45.80,-50.99,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151590181,PO015159NR0181,MI,OPERA,SINTERMETALGLASS  - VIA GRAMSCI 42 ,P3,PIEZOMETRO,1516302,5024198,,,DA SIF,10.00,ND,ND,,PARZIALE,98.56,27.13,-53.60,44.95,-51.35,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151463711,PO015146NRA481,MI,MILANO,Area Calchi Taeggi PP2,,POZZO,1509167,5032844,,,,20,15,20.00,,,117.56,86.79003,5.28286,72.48555,0.16613,SEPARATA,A,ISS,,,,progPLUMES
0151660002,PO0151660U0002,MI,PADERNO DUGNANO,C.A.P. - VIA SAN MICHELE DEL CARSO,,,1512910,5046810,,,,ND,ND,ND,,,165.86,145.6861,94.69188,113.9685,93.11093,INDISTINTA,DUBBIO,DUBBIO,,,,progPLUMES
0151463712,PO015146NRA482,MI,MILANO,AREA VIA CALCHI TAEGGI PP 3  MILANO,,POZZO,1509137,5032929,,,,20,10,20.00,,,117.43,87.42044,6.04702,72.48555,0.16613,SEPARATA,A,ISS,,,,progPLUMES
0151463722,SII00315,MI,MILANO,Pozzo Via Bisceglie,,POZZO,1509019,5032749,,,,8,5,7.00,,,116.64,86.17609,4.74714,72.09385,-0.77478,SEPARATA,A,ISS,,,,progPLUMES
0151463924,LAMBPZ13,MI,MILANO,VIA VINCENT VAN GOGH - LAMBRO,13,POZZO,1519690.279,5038042.523,120.65,,,183,131,168.00,,,120.65,87.65,21.65,83.17343,16.8408,SEPARATA,C,ISP,,,,progPLUMES
0151463925,LAMBPZ14,MI,MILANO,VIA VINCENT VAN GOGH,,POZZO,1519690.343,5038043.019,120.65,,,110,59,98.00,,,120.58,85.57121,24.46904,83.17343,16.8408,SEPARATA,B,ISI,,,,progPLUMES
0151463926,SII00020,MI,MILANO,VIA VINCENT VAN GOGH/VIA RENZO RICCI - LAMBRO,15,POZZO,1519566.169,5038053.512,120.7,,,188.5,129,168.00,,,120.7,89.7,20.7,83.46339,16.34141,SEPARATA,C,ISP,,,,progPLUMES
0151463927,SII00022,MI,MILANO,VIA VINCENT VAN GOGH/VIA RENZO RICCI,,POZZO,1519566.233,5038054.008,120.7,,,110,59,97.00,,,119.18,87.63178,23.91738,83.46339,16.34141,SEPARATA,B,ISI,,,,progPLUMES
0151463928,LAMBPZ17,MI,MILANO,VIA EX INTERNATI NEI LAGER NAZISTI - LAMBRO,17,POZZO,1519574.825,5038222.304,121.5,,,193,145,193.00,,,121.5,88.5,21.5,84.10821,18.35693,SEPARATA,C,ISP,,,,progPLUMES
0151463929,SII00011,MI,MILANO,VIA EX INTERNATI NEI LAGER NAZISTI,,POZZO,1519575.324,5038222.277,121.5,,,109,64,98.00,,,119.78,89.90932,24.78617,84.10821,18.35693,SEPARATA,B,ISI,,,,progPLUMES
0151463930,LAMBPZ19,MI,MILANO,VIA EX INTERNATI NEI LAGER NAZISTI -  LAMBRO,19,POZZO,1519707.659,5038215.342,121.3,,,155,93,106.50,,,121.3,91.3,21.3,83.81981,18.85836,SEPARATA,BC,ISI+ISP,,,,progPLUMES
0151463931,SII00012,MI,MILANO,VIA EX INTERNATI NEI LAGER NAZISTI,,POZZO,1519707.637,5038214.843,121.3,,,88,61,82.00,,,120.12,88.66255,24.34256,83.81981,18.85836,SEPARATA,B,ISI,,,,progPLUMES
151463932,,MI,MILANO,LAMBRO 21,21,POZZO,1520058.634,5038210.539,,182.5,,182.5,130.00,152.00,,,121,86.5,20,,,,C,,,,,MM
0151463933,SII00013,MI,MILANO,VIA TURCHIA NEL CORTILE DELLA CENTRALE,,POZZO,1520058.617,5038211.039,121,,,107,62,101.00,,,121.67,89.4036,24.14439,83.29581,19.92868,SEPARATA,B,ISI,,,,progPLUMES
151463934,,MI,MILANO,LAMBRO 23,23,POZZO,1520191.304,5038009.664,,185,,185,132.00,141.00,,,120.8,82.8,25.3,,,,C,,,,,MM
0151463935,SII00168,MI,MILANO,VIALE TURCHIA AREA PARCO LAMBRO,,POZZO,1520191.278,5038010.164,120.8,,,101.5,61,95.50,,,121.49,87.42536,23.06828,82.63864,17.90564,SEPARATA,B,ISI,,,,progPLUMES
0151464102,PO015146NR4102,MI,MILANO,EX PORTELLO  - V.LE SERRA ,PZN,POZZO,1512634.00,5032694.00,,,DA DB ACCESS,32.00,9.00,32.00,,SINGOLO,114.77,78.65,3.75,72.63,-14.23,SEPARATA,A,ISS,Log Stratigrafici\0151464102.pdf,ASSENTE,,MIND
0151464927,PO015146NRA246,MI,MILANO,EX GALVANICA LORENZI - VIA BAZZI 12 ,P1,POZZO,1514682.65,5032327.29,,,DA SIF,30.00,12.00,30.00,,PARZIALE,112.77,71.76,3.19,70.57,-21.72,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151464928,PO015146NRA247,MI,MILANO,EX GALVANICA LORENZI - VIA BAZZI 12 ,P2,POZZO,1514689.58,5032354.21,,,DA SIF,30.00,ND,ND,,PARZIALE,113.03,71.76,3.36,70.57,-21.72,SEPARATA,A,ISS,ASSENTE,ASSENTE,,MIND
0151540002,154002,MI,NERVIANO,Via Chinotto,,POZZO,1498550,5044735,176.29,,,96,41,96.00,,,176.68,141.94812,91.58633,119.53116,87.34607,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151660071,PO015166NRA271,MI,PADERNO DUGNANO,CONDEA AUGUSTA PZ 6A ex ENICHEM - VIA REALI 4,,PIEZOMETRO,1511792,5046203,,,,ND,ND,ND,,,165.13,135.04793,100.16279,114.57875,94.16264,INDISTINTA,A,DUBBIO,,,,progPLUMES
0151540003,PO0151540U0003,MI,NERVIANO,Via Chinotto,,POZZO,1498510,5044740,176,,,48.79,26.59,48.79,,,176.54,141.767,91.3033,119.53116,87.34607,INDISTINTA,A+B,ISS,,,,progPLUMES
0151660109,PO015166NR0109,MI,PADERNO DUGNANO,Ex Galleni Vigano,,PIEZOMETRO,1511409,5047625,,,,40,ND,ND,,,169.56,146.89127,105.95765,114.02692,ND,INDISTINTA,A+B,ISS,,,,progPLUMES
0151660110,PO015166NR0110,MI,PADERNO DUGNANO,Ex Galleni Vigano,,PIEZOMETRO,1511574,5047600,,,,40,ND,ND,,,171.52,147.14029,105.35431,114.22769,ND,INDISTINTA,A+B,ISS,,,,progPLUMES
0151660121,PO015166NRA253,MI,PADERNO DUGNANO,LARES COZZI PZ 2,,PIEZOMETRO,1512322,5045712,,,,45,ND,ND,,,161.36,132.62427,95.01162,114.11018,91.06287,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0151660122,PO015166NR0122,MI,PADERNO DUGNANO,Ex Lares Cozzi LP 27.60 Pz3 valle,,PIEZOMETRO,1512325,5045525,,,,45,ND,ND,,,160.74,132.54536,93.82004,114.03653,90.67863,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0151660123,PO015166NRA254,MI,PADERNO DUGNANO,LARES COZZI PZ 4,,PIEZOMETRO,1512460,5045548,,,,45,ND,ND,,,160.24,132.59825,92.8684,113.96899,89.83695,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0151660124,PO015166NRA260,MI,PADERNO DUGNANO,PV Shell 49478 - PZM3,,PIEZOMETRO,1513822,5046824,,,,33,ND,ND,,,165.52,143.2603,89.01217,113.85355,90.34974,INDISTINTA,A+B,ISS,,,,progPLUMES
0151660125,PO015166NRA261,MI,PADERNO DUGNANO,P.V. SHELL superstrada Milano-Meda - pz 3,,PIEZOMETRO,1513849,5046807,,,,ND,ND,ND,,,165.69,143.09636,88.91799,113.85355,90.34974,INDISTINTA,A,DUBBIO,,,,progPLUMES
0151660127,PO015166NRA268,MI,PADERNO DUGNANO,Sitindustrie - Eldap - PZ2,,PIEZOMETRO,1511870,5044374,,,,50,ND,ND,,,155.8,120.95181,90.73221,113.90564,88.35647,TRANSIZIONE,A+B,DUBBIO,,,,progPLUMES
0151660129,PO015166NRA269,MI,PADERNO DUGNANO,Sitindustrie - Eldap - PZ1 bis,,PIEZOMETRO,1511822,5044581,,,,36,ND,ND,,,156.7,122.13925,92.02167,113.8739,89.31015,TRANSIZIONE,A,ISS,,,,progPLUMES
0151660132,PO015166NRA219,MI,PADERNO DUGNANO,Pz5 - ex Lares Cozzi - via Roma,,PIEZOMETRO,1512209,5045640,,,,45,ND,ND,,,161.47,132.18144,95.41599,114.11018,91.06287,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0151660133,PO015166NRA218,MI,PADERNO DUGNANO,ex Lares Cozzi - via Roma,,PIEZOMETRO,1512261,5045688,,,,45,ND,ND,,,161.51,132.52844,95.34791,114.11018,91.06287,TRANSIZIONE,A+B,ISS,,,,progPLUMES
0151660137,PO0151660RA194,MI,PADERNO DUGNANO,Ex Sasol,,PIEZOMETRO,1511846.74,5046164.3,,,,40,ND,ND,,,164.85,135.42674,99.87183,114.40772,93.21186,INDISTINTA,A+B,ISS,,,,progPLUMES
0151660143,PO015166NR0143,MI,PADERNO DUGNANO,Ex Snia Paderno - PZ H,,PIEZOMETRO,1511562.33,5048307.58,,,,60,26,59.00,,,176.65,156.96559,110.72567,113.28274,ND,INDISTINTA,B,ISS,,,,progPLUMES
0151660144,PO015166NR0144,MI,PADERNO DUGNANO,Ex Snia Paderno  - PZ G,,PIEZOMETRO,1511753.36,5048158.39,,,,60,26,59.00,,,174.24,152.87825,109.51407,113.31954,ND,INDISTINTA,B,ISS,,,,progPLUMES
0151540004,PO0151540U0004,MI,NERVIANO,Via Quarto - Kennedy,,POZZO,1497329,5044003,173.28,,,102.6,43.7,102.60,,,172.63,133.66019,80.63198,117.24484,77.60348,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151540005,PO0151540U0005,MI,NERVIANO,Via Villanova,,POZZO,1499433,5045414,178.47,,,85.5,57,85.50,,,180.43,138.01991,100.62682,123.16164,98.20248,INDISTINTA,B+C,ISI,,,,progPLUMES
0151540006,PO0151540U0006,MI,NERVIANO,Via Piemonte,,POZZO,1498670,5044886,177.05,,,88,41,88.00,,,177.98,141.92844,93.35295,120.46702,89.95994,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0151540007,PO0151540U0007,MI,NERVIANO,Via Pasubio,,POZZO,1497539,5044446,174.58,,,160.1,79.4,160.10,,,173.02,137.33902,83.84219,118.44126,80.98256,INDISTINTA,B+C,ISI+ISP,,,,progPLUMES
0151540013,PO015154NR0013,MI,NERVIANO,ALLEVAMENTO NERVIANO - VIA CASELLO 1,,POZZO,1497730,5042640,,,,66,46,66.00,,,169.01,126.44402,76.60471,111.88736,71.0025,INDISTINTA,B,ISS+ISI,,,,progPLUMES
0151680008,PO0151680U0008,MI,PARABIAGO,San Lorenzo (I),,,1496971,5046751,,,,104.45,64.4,92.30,,,186.61,143.65732,102.81037,125.3548,96.3692,INDISTINTA,B+C,ISI,,,,progPLUMES
0151680009,PO0151680U0009,MI,PARABIAGO,San Lorenzo (II),,,1496965,5046751,,,,165,108.45,154.50,,,186.61,143.65732,102.81037,125.3548,96.3692,INDISTINTA,C,ISP,,,,progPLUMES
0151680010,PO0151680U0010,MI,PARABIAGO,San Lorenzo (III),,,1497165,5046802,,,,104,58,88.00,,,189.32,145.56755,103.30145,126.76565,100.30316,INDISTINTA,B,ISI,,,,progPLUMES
0151540014,PO015154NRA170,MI,NERVIANO,"ex Farmitalia - ora Nerviano Medical Sciences - via Pasteur, 10",,POZZO,1498684,5043702,,,,108.35,39,106.50,,,166.9,134.79349,85.69446,115.24085,79.94871,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151540015,PO015154NRA171,MI,NERVIANO,EX FARMITALIA - ORA MEDICAL SCIENCES -  V.LE EUROPA - POZZO 1,,POZZO,1498810,5043624,,,,51,20,48.00,,,166.05,133.90036,85.98196,115.27543,80.52102,INDISTINTA,A+B,ISS,,,,progPLUMES
0151540016,PO015154NRA172,MI,NERVIANO,"ex Farmitalia - ora Nerviano Medical Sciences - via Pasteur, 10",,POZZO,1498732,5043535,,,,50,20,45.00,,,166.21,133.57703,85.16215,114.35913,78.49003,INDISTINTA,A+B,ISS,,,,progPLUMES
0151540017,PO015154NR0017,MI,NERVIANO,EX FARMITALIA - ORA MEDICAL SCIENCES  - V.LE EUROPA - POZZO 1,,POZZO,1498620,5043500,,,,120,38,108.00,,,166.65,132.12823,84.16035,114.35913,78.49003,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151540020,PO015154NRA169,MI,NERVIANO,ALENIA - VIALE EUROPA,,POZZO,1499287,5044353,,,,103.3,36.1,100.45,,,173.64,136.36201,92.72827,117.95108,86.53678,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151690075,PO0151690U0076,MI,PAULLO,VIA DEL RONCO,,POZZO_DISMESSO,1531275,5029935,,,,115,80,115.00,,,96.9,34.86853,-29.2389,43.19022,-40.96727,SEPARATA,B,ISI,,,,progPLUMES
0151540021,PO015154NR0021,MI,NERVIANO,ALENIA - VIALE EUROPA,,POZZO,1499190,5044390,,,,110,40.85,104.95,,,173.8,137.12306,92.35453,117.92045,85.95941,INDISTINTA,B+C,ISS+ISI+ISP,,,,progPLUMES
0151690084,PO015169NR0084,MI,PAULLO,AREA COSORZIO AGRARIO PAULLO-PAULLO- MILANO MW1,,PIEZOMETRO,1531040,5029532,,,,10,ND,ND,,,96.58,34.06032,-30.99121,43.2219,-42.02459,SEPARATA,A,ISS,,,,progPLUMES
0151690085,PO015169NR0085,MI,PAULLO,AREA CONSORZIO AGRARIO PAULLO -PAULLO- MILANO MW2,,PIEZOMETRO,1531074,5029472,,,,10,ND,ND,,,96.4,33.85269,-31.22489,43.2219,-42.02459,SEPARATA,A,ISS,,,,progPLUMES
0151690086,PO015169NR0086,MI,PAULLO,AREA CONSORZIO AGRARIO PAULLO -PAULLO- MILANO MW3,,PIEZOMETRO,1531133,5029429,,,,10,ND,ND,,,96.23,33.82768,-31.1799,43.2219,-42.02459,SEPARATA,A,ISS,,,,progPLUMES
0151540025,PO015154NR0025,MI,NERVIANO,CAVE VILLORESI - VICOLO SAN GIUSEPPE,,POZZO,1497890,5045710,,,,35,33,35.00,,,182.5,143.55875,97.75097,123.38471,93.73622,INDISTINTA,A,ISS,,,,progPLUMES
0151700001,PO0151700U0001,MI,PERO,C.A.P. - PIAZZA MUNICIPIO - MARCONI I,,,1507020,5039650,,,,106,71.5,100.00,,,141.85,111.98631,64.52867,103.27341,64.46052,SEPARATA,B+C,ISI+ISP,,,,progPLUMES
0151700003,PO015170U0003,MI,PERO,Via Risorgimento,VIA RISORGIMENTO-CERCHIATE 1,,1505271.724,5040550.335,146.92276,,,82.00,34.90,78.00,,,146.92,92.69,56.60,105.03,71.80,SEPARATA,A+B,ISS-ISI-ISP,,,,AMIACQUE
0151700004,PO015170U0004,MI,PERO,Via Fratelli Bandiera,VIA F.LLI BANDIERA - BERGAMINA 1,,1506602.042,5039135.571,140.867493,,,83.00,56.76,77.97,,,140.87,94.00,57.12,99.70,59.44,SEPARATA,B,ISI,,,,AMIACQUE
0151540026,PO015154NR0026,MI,NERVIANO,SATTA BOTTELLI MANIFATTURA,,POZZO,1497580,5045620,,,,101,77,99.50,,,181.76,144.47304,96.1612,122.68353,90.7834,INDISTINTA,B+C,ISI+ISP,,,,progPLUMES
